38.00,14.44,32.32,35.32,32.96,57.30,26.69,39.96,28.27,15.98,39.59
82.00,18.72,25.88,37.07,30.96,54.93,24.41,38.09,33.55,16.57,30.86
167.00,32.47,34.31,37.21,28.36,51.64,25.45,31.59,38.26,23.24,42.69
227.00,33.73,27.44,35.59,18.67,44.24,21.82,29.00,37.57,24.72,37.05
318.00,39.83,37.45,30.86,16.94,32.83,28.38,26.00,31.03,27.36,33.50
232.00,43.43,46.57,32.99,21.52,42.70,28.07,25.27,26.88,32.86,41.62
246.00,38.52,29.70,27.27,23.59,37.29,31.51,37.12,25.29,28.26,39.56
256.00,31.05,34.02,34.84,33.77,41.78,31.42,41.60,31.31,24.41,41.44
356.00,24.12,27.41,37.83,33.22,40.92,30.19,37.92,30.66,25.63,39.91
305.00,22.77,25.83,43.57,33.50,28.06,31.10,36.80,30.40,19.92,37.64
206.00,20.80,32.56,50.88,36.36,38.96,38.04,25.53,25.00,28.25,32.64
105.00,28.39,41.78,41.43,41.30,32.88,46.08,28.24,25.42,28.44,43.11
165.00,26.95,48.34,35.27,39.52,43.43,33.48,34.15,27.47,28.93,42.32
258.00,29.56,45.11,25.36,39.54,48.30,33.65,33.76,30.48,37.49,44.39
247.00,29.65,53.30,26.49,29.77,37.64,39.21,39.85,35.78,30.81,39.03
287.00,31.93,45.56,30.31,27.90,39.45,30.30,27.53,30.62,37.05,34.24
278.00,37.92,42.93,31.38,38.12,35.62,39.89,29.38,32.47,38.91,37.93
383.00,41.92,53.48,33.65,34.56,37.96,37.25,30.25,34.55,39.29,36.30
339.00,50.17,49.42,27.63,37.90,37.64,23.15,29.70,30.73,41.94,42.95
349.00,43.32,51.28,26.93,38.67,44.40,27.60,39.52,35.25,41.83,47.93
361.00,44.69,54.10,36.27,36.28,36.11,32.66,38.67,37.08,35.13,40.02
402.00,49.89,39.63,32.07,41.37,34.56,38.14,39.02,34.08,29.22,39.94
395.00,33.98,38.20,36.85,44.76,40.19,41.71,46.41,33.43,33.45,36.52
405.00,41.14,40.22,38.33,47.85,34.34,35.71,47.20,31.04,32.34,32.92
418.00,44.31,32.28,33.93,48.14,40.71,36.21,49.29,29.81,36.66,34.27
357.00,38.55,38.33,32.93,49.38,43.23,31.20,52.83,31.07,45.40,36.00
352.00,41.78,29.29,31.13,51.10,33.88,33.05,40.79,38.72,47.29,37.52
358.00,49.08,23.25,32.85,50.42,22.10,35.17,38.18,44.27,51.65,36.53
368.00,46.84,26.38,27.89,49.82,12.97,30.07,39.69,42.98,49.15,45.95
291.00,44.14,25.53,37.44,50.58,17.22,34.23,36.59,40.57,42.27,39.64
204.00,43.95,36.21,46.13,47.31,19.77,36.94,40.30,38.60,35.92,37.72
191.00,33.32,36.21,38.75,45.01,36.80,38.37,41.30,34.60,31.09,33.64
219.00,31.95,44.44,40.56,47.04,41.93,39.79,42.45,34.53,35.75,25.93
246.00,29.27,46.06,40.62,46.68,35.00,34.76,37.83,34.24,34.42,28.20
225.00,35.71,38.15,35.65,50.11,44.54,34.03,34.67,27.66,32.40,34.99
186.00,43.48,42.66,42.91,44.33,34.26,30.18,38.88,20.02,37.53,40.43
116.00,36.12,36.11,39.20,45.54,35.73,23.99,35.41,27.80,38.31,44.49
75.00,33.74,31.40,35.34,39.47,34.39,24.70,44.74,26.48,29.74,44.63
165.00,26.43,33.76,23.83,35.07,34.20,23.80,36.41,32.17,35.64,42.02
202.00,14.14,43.20,22.87,42.60,42.04,27.46,30.91,43.05,31.63,40.85
291.00,9.28,39.74,29.58,35.23,44.97,43.31,32.48,35.02,33.09,44.48
153.00,5.94,43.22,27.23,34.99,41.84,45.85,24.95,28.27,36.97,41.67
211.00,5.51,47.61,38.91,31.26,34.18,39.78,34.54,29.69,29.77,35.12
253.00,12.58,24.84,43.05,31.77,40.86,35.93,33.26,27.42,27.70,39.56
299.00,30.29,32.83,34.86,34.83,45.33,20.44,27.15,32.55,25.93,42.83
285.00,27.30,35.16,35.56,34.49,47.15,30.20,24.39,44.13,32.19,42.91
274.00,34.63,34.15,27.20,32.50,38.64,35.72,26.19,41.59,41.43,45.27
328.00,33.00,44.67,30.39,26.39,25.54,42.70,26.63,43.20,45.65,37.06
245.00,29.96,39.68,32.21,16.63,21.16,43.50,32.45,42.63,41.58,34.50
202.00,37.06,43.56,40.44,20.08,23.59,42.56,40.57,42.16,39.19,36.88
213.00,30.02,39.63,42.26,26.64,35.32,41.36,44.14,47.93,38.00,36.85
347.00,28.35,41.41,34.85,28.64,45.04,45.68,56.48,47.49,37.43,41.50
383.00,28.11,47.09,36.07,30.97,43.05,41.27,56.10,39.33,40.31,44.31
357.00,25.40,32.49,29.58,29.53,43.43,37.24,56.02,39.15,43.62,43.37
220.00,31.91,32.58,28.01,32.09,44.25,36.10,49.78,39.78,38.17,43.75
225.00,31.23,27.95,32.21,35.46,32.24,32.64,38.08,34.51,34.61,42.74
189.00,30.71,24.93,29.22,45.47,30.50,40.25,36.61,34.13,34.63,36.83
217.00,28.38,32.40,35.55,45.87,34.48,38.00,33.11,36.09,33.89,39.59
132.00,25.91,28.18,33.22,40.47,32.09,40.55,21.87,30.91,42.61,42.32
101.00,23.99,24.93,34.85,42.44,36.96,31.88,27.63,40.70,40.26,45.19
192.00,20.31,22.48,36.68,35.40,41.25,23.84,21.25,52.44,32.28,47.89
181.00,28.02,23.19,29.62,33.65,43.02,29.93,17.03,50.76,26.02,44.71
163.00,28.77,31.33,34.73,40.36,39.75,36.34,26.49,46.63,17.04,42.74
155.00,38.91,38.18,34.66,41.33,41.38,43.86,18.00,41.28,16.12,36.04
202.00,44.99,36.11,30.15,39.29,41.34,51.12,25.55,39.41,21.32,32.74
340.00,36.84,34.80,33.47,39.41,35.34,47.03,32.89,40.99,34.04,37.69
293.00,42.68,32.31,34.30,35.18,26.52,41.58,37.24,45.44,40.74,40.83
220.00,34.87,29.23,38.08,29.59,27.57,45.26,38.37,39.39,44.63,45.77
168.00,42.65,31.57,44.72,40.34,26.81,45.65,39.84,33.18,51.57,46.29
141.00,46.45,33.52,48.59,38.01,23.18,47.80,31.70,34.02,47.68,36.43
253.00,32.76,37.68,40.92,44.52,26.62,48.70,26.70,30.74,46.23,32.56
206.00,34.09,33.92,36.33,49.14,18.47,50.32,30.33,33.15,41.41,36.76
296.00,30.98,27.45,37.66,39.04,18.60,43.25,35.66,31.66,32.22,34.07
272.00,32.15,23.42,32.06,39.92,20.84,45.50,47.46,28.05,32.85,36.51
305.00,38.53,17.69,41.08,36.71,28.95,42.38,45.62,27.72,27.42,33.41
315.00,37.10,24.93,42.22,32.98,40.50,32.50,50.81,35.91,26.79,21.35
251.00,25.83,29.52,38.44,41.64,41.76,34.53,40.85,39.90,32.11,31.14
257.00,25.99,29.45,33.25,37.94,49.24,31.99,32.02,41.00,28.99,28.71
231.00,29.58,39.04,35.24,38.18,47.21,29.22,35.31,42.07,31.92,30.16
233.00,37.19,33.76,38.20,44.20,42.28,28.33,28.66,32.92,31.21,34.80
155.00,40.32,36.33,38.55,41.02,40.10,23.07,30.52,32.48,33.61,24.93
182.00,31.89,41.94,41.56,53.70,34.96,15.52,38.45,27.97,31.54,36.34
178.00,33.55,38.86,31.25,53.98,36.97,13.01,44.90,34.63,38.11,36.32
262.00,25.71,43.58,26.30,51.81,36.10,15.47,51.79,38.10,38.95,32.22
203.00,20.54,40.36,31.25,44.77,34.61,23.48,56.77,40.74,35.60,33.46
212.00,29.26,43.64,34.11,39.52,35.30,25.06,51.41,43.97,36.22,24.44
258.00,28.79,39.28,43.27,43.30,29.92,29.94,50.75,39.81,33.28,27.40
178.00,37.92,39.90,44.07,35.07,35.75,31.74,37.89,43.51,32.31,36.77
264.00,45.45,45.19,34.45,45.68,43.90,22.71,34.69,39.93,32.19,38.47
191.00,38.49,43.61,39.63,53.59,50.63,25.63,33.03,34.80,35.44,37.20
292.00,34.55,35.39,45.78,46.96,49.76,34.14,25.77,36.86,45.14,33.44
236.00,28.67,31.07,44.49,51.59,46.29,35.58,27.67,33.65,49.80,36.02
284.00,29.29,23.87,47.64,40.96,44.54,36.84,26.88,31.94,56.05,37.66
198.00,31.80,21.11,42.33,30.38,37.39,40.58,29.94,33.02,68.71,42.61
169.00,36.08,25.39,35.13,28.65,35.37,30.86,31.95,28.99,57.97,46.10
95.00,44.33,26.13,34.95,31.81,40.94,28.31,36.86,27.40,41.53,36.56
109.00,46.63,29.76,35.18,39.15,42.54,31.34,43.18,37.42,38.87,31.21
86.00,44.63,23.01,29.07,38.57,40.14,32.45,41.95,41.87,27.71,28.36
99.00,47.24,25.63,22.11,34.11,41.92,33.44,47.47,40.04,35.55,25.85
168.00,40.84,19.22,26.81,33.73,41.42,39.00,46.43,40.33,38.89,30.97
270.00,40.47,23.56,25.72,37.97,30.18,34.43,44.24,28.79,46.97,33.16
295.00,45.00,31.20,24.97,39.23,32.61,40.41,47.67,25.30,51.76,32.52
301.00,41.84,36.17,29.30,45.01,27.74,42.07,43.61,30.23,41.30,30.82
280.00,40.50,40.38,22.45,40.72,18.32,35.31,47.67,25.48,51.41,33.01
333.00,37.19,43.39,16.69,36.60,24.80,42.34,39.38,35.43,43.02,35.24
228.00,32.48,42.44,19.84,40.74,24.11,35.52,37.66,39.41,43.04,35.29
274.00,29.16,43.32,15.46,36.49,26.25,34.55,36.56,48.43,46.71,36.02
250.00,31.22,49.66,12.10,42.12,32.49,36.17,38.65,52.59,35.73,28.41
331.00,30.62,43.55,18.10,44.31,35.47,36.25,33.51,41.16,32.37,26.33
307.00,34.05,41.80,28.96,37.96,39.26,41.89,28.84,36.04,26.27,29.50
277.00,30.60,36.65,34.16,39.98,31.47,38.79,27.66,30.55,25.35,37.77
279.00,36.76,35.94,46.93,32.42,25.38,43.13,26.95,33.99,37.52,43.34
171.00,40.81,31.01,47.46,23.30,26.25,36.75,42.18,42.67,43.12,42.38
109.00,35.91,31.10,39.38,24.96,21.78,27.72,50.19,45.30,42.58,40.25
28.00,33.08,34.31,43.11,34.22,33.50,35.59,49.66,37.98,46.60,36.31
51.00,19.70,28.33,30.19,38.56,34.26,29.86,45.53,38.53,46.69,31.79
72.00,21.91,33.84,28.98,45.83,30.01,37.30,34.66,34.31,39.55,29.58
208.00,34.95,36.61,39.41,43.14,35.95,41.02,30.96,33.36,50.08,31.58
181.00,39.25,35.67,36.56,34.66,29.81,43.83,29.88,28.73,46.84,29.09
230.00,46.90,39.54,38.34,28.34,41.24,44.27,29.71,27.93,35.35,27.98
120.00,45.71,37.27,36.89,23.87,46.09,44.08,33.23,27.39,47.31,34.91
164.00,33.97,28.54,27.34,35.45,40.98,46.29,24.04,28.06,36.31,32.73
117.00,34.14,30.07,26.51,32.03,47.49,41.03,23.85,34.10,40.62,26.96
128.00,37.27,24.21,25.56,43.67,29.50,49.55,19.65,37.09,39.13,29.45
83.00,37.88,19.05,23.98,47.13,29.38,42.89,20.98,38.89,33.86,22.05
138.00,45.86,26.18,27.72,43.40,27.83,39.93,29.95,48.98,39.22,23.83
142.00,53.64,30.41,36.81,46.52,21.80,35.42,31.48,54.62,32.12,35.49
164.00,54.13,39.82,44.29,43.11,27.03,28.80,35.39,46.37,39.08,32.41
183.00,48.63,51.55,49.78,36.00,29.54,35.36,35.25,48.81,43.42,33.72
258.00,47.70,52.04,49.82,33.77,32.76,39.49,28.37,44.66,43.74,32.87
281.00,36.63,49.25,45.08,37.10,32.20,39.07,27.59,41.91,50.73,24.33
316.00,35.20,48.50,41.40,37.80,35.20,42.27,32.07,35.99,41.07,26.10
294.00,37.05,42.61,38.15,37.99,36.48,31.03,30.98,26.19,32.49,26.88
334.00,34.09,36.57,39.40,37.16,40.02,26.25,41.89,26.46,25.49,25.04
230.00,35.43,33.99,45.31,30.27,41.73,29.47,39.32,17.33,22.48,33.32
173.00,33.84,26.03,39.63,28.88,37.88,28.57,33.32,17.22,31.39,35.48
229.00,31.01,25.34,43.44,28.56,43.28,37.68,30.47,28.26,25.75,36.05
204.00,29.80,30.38,41.18,17.50,38.23,35.06,19.32,27.21,31.49,38.00
157.00,28.45,30.77,33.00,23.25,25.59,27.68,17.59,33.87,33.18,34.93
74.00,36.09,30.52,35.81,24.39,31.74,26.65,23.27,40.83,26.56,34.12
111.00,42.54,29.08,28.22,23.14,23.63,32.23,24.05,30.83,33.28,34.91
112.00,44.42,33.10,28.68,33.82,24.97,34.77,31.89,27.98,42.14,32.88
129.00,48.13,35.69,26.06,35.95,36.02,44.13,43.80,30.65,45.77,29.71
132.00,45.73,44.74,25.44,36.00,29.55,46.37,43.43,34.92,43.13,29.10
185.00,37.06,48.61,30.01,42.90,27.28,29.41,47.15,40.18,49.61,29.55
149.00,40.22,39.69,24.22,36.71,35.38,29.82,47.16,50.15,46.71,29.21
215.00,37.28,41.47,27.74,34.34,35.53,21.08,40.07,47.52,41.73,28.04
167.00,37.10,36.94,34.75,24.97,34.94,19.95,40.45,45.27,51.65,29.17
132.00,34.43,28.67,30.94,24.38,38.85,30.73,37.82,49.32,43.89,32.30
102.00,29.01,28.87,30.93,31.83,33.79,28.41,29.85,34.54,32.91,39.30
108.00,33.46,19.15,34.42,35.54,29.74,37.79,42.20,39.07,32.50,41.95
196.00,36.83,19.52,30.78,46.61,31.95,34.36,42.26,35.51,26.88,39.84
138.00,40.93,27.07,30.68,42.36,25.16,31.35,37.06,24.90,34.44,41.77
142.00,46.22,32.81,41.95,42.32,23.34,32.87,37.62,31.78,42.13,34.09
134.00,45.53,30.80,32.83,42.36,20.36,29.74,27.93,27.06,49.02,35.71
171.00,45.27,25.64,36.16,33.92,26.16,36.23,24.00,31.54,48.05,36.93
185.00,43.95,24.75,40.43,38.37,28.28,38.37,28.12,34.98,45.76,33.04
110.00,46.11,21.41,30.89,33.71,33.74,42.03,30.51,29.13,39.87,41.20
181.00,44.87,29.40,41.44,36.67,42.82,43.41,28.39,33.28,30.26,35.16
193.00,39.44,33.52,38.00,37.32,43.85,39.73,31.95,29.70,24.83,33.12
285.00,43.28,36.48,33.88,34.29,50.72,36.30,33.11,33.95,29.61,40.06
237.00,34.35,34.31,38.69,35.91,48.00,26.01,32.91,33.27,36.79,30.82
315.00,32.48,31.93,30.26,25.33,43.95,23.30,31.22,32.57,39.43,32.32
346.00,35.65,28.09,29.75,31.40,38.35,26.11,29.08,37.33,47.70,34.72
395.00,35.65,24.98,32.27,34.89,35.87,27.78,22.41,38.72,43.02,30.71
371.00,38.13,27.30,33.03,34.37,32.76,35.12,23.44,38.70,34.33,28.83
329.00,35.75,29.19,39.19,40.82,32.33,34.95,28.74,36.38,35.15,27.81
267.00,36.13,31.76,29.77,38.59,40.45,34.06,31.23,36.02,26.85,27.57
240.00,25.57,29.05,28.61,42.48,37.95,34.24,34.07,34.89,23.70,21.00
276.00,21.90,29.06,31.45,38.17,39.60,28.32,29.51,38.80,35.85,27.09
334.00,25.91,31.04,29.13,33.38,43.88,30.45,25.82,33.83,30.84,28.93
411.00,27.85,36.38,37.02,33.77,38.62,25.32,20.32,28.53,34.42,27.14
406.00,32.54,37.40,35.91,26.53,39.38,29.29,24.23,30.63,36.62,37.56
394.00,32.72,40.53,29.23,30.39,37.61,31.54,32.52,29.75,32.08,39.05
288.00,34.87,40.31,36.27,29.36,38.87,30.85,33.94,35.10,33.40,38.83
292.00,30.59,39.83,38.66,29.02,47.28,36.64,32.99,37.09,37.46,32.79
196.00,34.53,35.94,37.16,24.24,47.02,33.24,34.37,38.30,33.82,28.07
200.00,30.43,30.71,34.71,26.86,48.25,37.08,31.17,41.06,33.55,22.97
214.00,26.51,28.75,29.25,23.85,39.68,36.82,33.33,36.76,31.52,25.52
225.00,23.79,34.73,28.87,29.29,32.95,28.63,37.03,38.64,26.95,37.42
276.00,18.41,49.51,34.50,30.79,32.23,32.82,36.41,34.81,33.79,41.97
150.00,24.48,54.69,41.57,26.27,30.22,39.01,37.86,37.89,35.15,49.03
119.00,30.96,55.71,33.76,30.17,43.83,43.09,39.74,49.56,41.35,39.42
95.00,33.09,48.84,29.24,17.61,37.83,48.72,41.63,40.91,42.74,41.75
117.00,37.22,36.99,30.65,27.01,33.81,33.14,36.22,40.15,39.48,35.20
192.00,39.44,43.58,26.95,33.08,33.84,26.82,38.73,36.89,29.88,29.53
217.00,39.10,37.63,28.59,38.16,21.48,31.56,36.43,30.67,24.77,40.98
295.00,41.86,39.56,31.44,38.74,25.71,28.89,38.76,39.02,33.27,36.45
342.00,36.91,38.81,22.65,25.96,33.57,37.23,45.80,40.16,26.19,37.90
347.00,38.63,25.95,24.94,21.10,43.66,31.89,42.06,41.81,26.16,42.74
294.00,35.31,27.45,28.07,17.41,49.97,27.37,47.58,33.59,32.58,38.95
240.00,31.97,21.82,33.33,24.79,46.49,29.73,35.93,26.36,24.47,33.59
248.00,41.59,15.67,36.38,28.76,47.36,22.21,24.86,23.37,24.82,34.34
213.00,36.18,21.14,39.09,33.58,39.39,34.86,26.69,26.17,32.04,28.37
236.00,40.92,23.97,42.97,31.09,33.23,29.40,16.45,30.49,26.59,22.47
212.00,41.86,25.11,40.70,33.68,31.43,29.73,23.92,37.39,25.27,27.84
228.00,36.70,30.84,35.62,36.72,30.24,36.11,33.85,39.73,33.72,21.34
174.00,38.16,33.86,34.63,40.19,30.84,27.60,36.09,36.58,33.02,27.36
106.00,29.07,27.88,34.20,44.03,40.04,29.74,43.08,35.17,35.28,30.97
116.00,36.05,25.51,34.50,36.84,43.79,34.68,42.62,35.21,34.96,27.64
175.00,43.12,28.45,36.26,35.27,39.23,36.79,49.93,37.42,27.13,40.79
262.00,39.48,27.59,33.80,30.61,33.73,37.70,41.88,35.78,28.73,42.46
304.00,41.93,35.50,31.65,29.42,21.74,41.62,35.52,27.57,28.65,47.48
239.00,42.15,39.15,28.37,38.27,25.69,39.63,35.75,35.83,32.41,47.96
266.00,32.49,42.41,27.20,43.53,26.58,42.58,24.05,31.73,40.16,32.77
230.00,36.59,44.35,24.55,38.96,29.50,47.17,29.70,34.76,42.11,29.87
240.00,42.99,42.44,25.63,44.79,42.44,48.39,30.36,46.96,36.66,29.76
184.00,41.70,38.09,27.70,41.38,38.67,43.93,26.60,42.16,33.47,27.94
137.00,52.11,28.51,28.17,25.94,37.01,44.37,35.02,48.83,28.84,33.22
106.00,54.15,17.49,32.07,41.27,44.85,37.51,35.64,40.66,25.98,33.84
70.00,53.24,15.31,25.97,43.53,38.56,29.77,40.47,38.77,28.05,39.67
165.00,52.71,22.35,18.51,43.36,35.41,31.41,38.75,34.71,26.57,47.23
187.00,44.40,25.95,16.79,45.73,28.70,37.49,39.97,31.75,29.35,47.73
254.00,34.59,27.77,19.86,40.60,20.16,47.06,40.50,37.70,24.06,46.10
163.00,30.14,30.15,30.98,28.48,20.77,56.23,43.62,36.98,26.20,43.58
213.00,27.80,18.09,36.59,19.61,26.55,54.59,50.93,43.19,32.17,37.48
177.00,34.93,25.59,45.43,25.79,36.41,43.32,41.51,39.29,30.12,38.17
167.00,30.50,34.00,38.17,25.27,41.86,40.12,41.80,40.30,35.42,37.52
191.00,34.48,24.81,28.84,28.33,45.37,34.66,38.52,46.12,34.46,35.45
125.00,33.54,37.01,34.00,30.30,48.83,33.70,41.73,43.65,32.64,38.14
159.00,32.93,34.82,32.45,31.66,47.37,44.06,45.66,46.45,40.42,40.16
94.00,40.75,34.59,35.86,33.67,44.09,44.94,41.73,51.61,37.63,34.33
183.00,40.13,46.68,52.75,31.20,39.23,39.24,40.07,49.87,39.86,25.70
177.00,41.28,45.31,46.27,37.60,28.52,42.39,36.02,46.80,32.30,21.98
240.00,40.65,39.23,49.83,34.17,32.00,38.04,33.45,42.01,28.77,19.57
272.00,44.96,41.32,52.84,28.49,21.58,34.66,30.65,36.52,32.45,28.44
255.00,40.82,43.15,41.90,40.68,30.29,44.95,33.77,46.00,34.26,32.02
152.00,41.17,41.68,39.05,35.25,28.56,45.28,30.98,47.67,43.45,28.72
175.00,41.07,49.51,31.79,41.61,22.18,42.24,28.28,44.82,37.15,26.00
242.00,42.90,48.58,28.31,39.56,27.64,41.28,29.02,42.06,40.38,21.34
236.00,41.58,40.91,29.57,31.59,23.70,30.99,24.85,26.26,44.68,27.84
148.00,41.58,39.54,35.54,30.77,28.64,30.96,22.41,21.04,39.34,35.20
77.00,43.03,38.21,34.01,26.23,36.55,35.54,30.90,26.87,41.29,34.33
123.00,39.08,33.12,35.79,29.31,40.18,31.50,35.66,23.75,34.76,32.16
69.00,48.31,28.40,33.32,30.77,41.70,31.80,32.53,25.45,30.88,32.69
127.00,48.22,29.45,26.89,36.65,46.26,34.70,40.41,21.96,39.08,33.27
88.00,43.62,27.82,36.17,36.29,37.46,29.85,32.28,21.93,51.19,38.52
93.00,41.70,28.47,37.88,36.98,39.65,40.20,25.40,28.16,48.80,42.31
129.00,42.20,36.56,35.76,39.02,39.98,50.51,24.91,34.83,50.21,42.54
189.00,33.26,46.55,46.78,33.39,43.71,41.00,27.49,44.41,47.75,42.80
285.00,33.92,53.40,43.31,32.01,53.65,44.79,28.82,47.42,35.97,39.79
311.00,31.86,57.77,37.58,26.51,54.72,38.69,33.49,45.40,43.53,39.73
308.00,26.24,52.92,39.36,24.60,57.31,30.64,41.57,40.78,44.44,36.20
301.00,38.37,35.43,31.63,25.75,46.79,36.94,35.48,32.34,41.76,34.59
288.00,40.14,26.11,37.62,33.86,39.61,33.45,39.69,31.93,39.06,39.65
337.00,40.90,25.57,43.52,43.36,36.53,39.32,41.02,31.31,35.23,38.46
335.00,46.06,26.68,46.61,42.96,28.28,37.94,34.96,32.69,33.50,38.29
315.00,44.51,42.39,53.23,41.22,34.64,41.53,34.78,35.46,32.41,42.90
211.00,43.58,45.10,46.73,43.80,34.50,42.17,30.74,37.02,35.09,38.45
