"Palta", 1152.99, 408
"Durazno", 134.23, 680
"Champignon", 3490.81, 120
"Apio", 64.76, 351
"Frutilla", 297.58, 246
"Repollo", 4.83, 672
"Cebolla", 65.16, 720
"Coliflor", 31.50, 505
"Palta", 1094.33, 396
"Frutilla", 281.84, 246
"Brócoli", 336.52, 404
"Lechuga", 34.10, 927
"Repollo", 5.85, 700
"Berenjena", 48.84, 612
"Kiwi", 422.70, 320
"Durazno", 286.20, 840
"Rabanito", 228.29, 324
"Zanahoria", 33.38, 696
"Sandía", 66.07, 738
"Berenjena", 42.75, 684
"Lima", 1009.56, 218
"Higo", 2521.59, 89
"Limon", 313.80, 721
"Mandarina", 24.76, 1140
"Frambuesa", 2085.05, 92
"Coliflor", 27.76, 560
"Rabanito", 221.99, 279
"Melón", 107.00, 448
"Sandía", 58.72, 828
"Zuccini", 81.71, 528
"Naranja", 22.57, 1060
"Melón", 118.40, 448
"Papa", 5.44, 1080
"Coliflor", 25.04, 430
"Kiwi", 455.05, 348
"Mandarina", 14.43, 1160
"Lima", 1371.97, 168
"Alcachofa", 136.56, 318
"Banana", 53.69, 1170
"Mandarina", 25.28, 1160
"Papa", 14.80, 1080
"Cereza", 1035.10, 168
"Ciruela", 915.10, 855
"Tomate", 713.55, 819
"Rabanito", 205.82, 285
"TomCherry", 543.05, 228
"Naranja", 12.99, 910
"Brócoli", 330.73, 464
"Tomate", 721.21, 1062
"Frutilla", 283.91, 264
"Limon", 332.10, 784
"Batata", 11.11, 1030
"Coliflor", 28.32, 530
"Lima", 1222.01, 208
"Berenjena", 61.39, 486
"Lima", 1353.23, 190
"Pepino", 36.56, 595
"Mandarina", 25.22, 1030
"Brócoli", 368.10, 320
"Frambuesa", 2008.69, 109
"Durazno", 280.47, 816
"Pepino", 31.34, 540
"Mandarina", 22.27, 1200
"Ciruela", 1001.95, 783
"Morrón", 2897.74, 510
"Ciruela", 907.41, 963
"Choclo", 47.83, 279
"Kinoto", 38.90, 168
"Mandarina", 13.31, 910
"Champignon", 3576.27, 117
"Banana", 63.69, 940
"Calabaza", 20.38, 864
"Acelga", 17.57, 774
"Lechuga", 39.26, 963
"Berenjena", 56.12, 486
"Pomelo", 53.19, 873
"Cereza", 1111.96, 226
"Pomelo", 56.28, 1017
"Kinoto", 23.75, 204
"Caqui", 846.40, 86
"Palta", 1183.29, 376
"Melón", 104.59, 396
"Caqui", 818.27, 114
"Zuccini", 94.08, 504
"Uva", 685.42, 303
"Calabaza", 14.25, 952
"Apio", 56.80, 264
"Sandía", 59.34, 720
"Berenjena", 58.17, 600
"Tomate", 755.00, 1008
"Mandarina", 32.41, 890
"Uva", 673.01, 288
"Choclo", 56.18, 351
"Repollo", 5.30, 791
"Durazno", 159.32, 768
"Rabanito", 232.24, 279
"Mandarina", 27.55, 1090
"Higo", 2540.39, 117
"Lima", 1201.42, 200
"Palta", 1155.93, 452
"Apio", 57.72, 240
"Repollo", 4.56, 770
"Pera", 145.37, 990
"Lima", 1388.73, 176
"Lima", 1386.47, 178
"Frambuesa", 2079.76, 92
"Lima", 1366.27, 180
"Pomelo", 41.19, 1008
"Manzana", 135.28, 1000
"Morrón", 2877.06, 558
"Melón", 126.62, 400
"Mandarina", 20.59, 1100
"Durazno", 286.88, 640
"Morrón", 2852.52, 678
"Brócoli", 346.31, 380
"Ajo", 869.80, 110
"Melón", 126.01, 324
"Kinoto", 32.31, 228
"Lima", 1222.97, 234
"Morrón", 2979.36, 522
"Durazno", 176.62, 904
"Kiwi", 404.59, 404
"Pepino", 38.42, 485
"Repollo", 4.20, 777
"Palta", 520.99, 570
"Tomate", 760.33, 963
"Champignon", 3546.02, 103
"Palta", 488.32, 410
"Naranja", 11.16, 1140
"Acelga", 16.79, 1026
"Higo", 2451.53, 95
"Kiwi", 450.57, 416
"Palta", 1164.79, 396
"Manzana", 118.41, 1080
"Frambuesa", 1983.82, 115
"Calabaza", 20.76, 800
"Manzana", 142.98, 890
"Alcachofa", 118.73, 327
"Cebolla", 68.37, 736
"Cebolla", 46.50, 664
"Naranja", 15.55, 1140
"Durazno", 275.68, 672
"Pomelo", 48.59, 720
"Kinoto", 34.80, 172
"Manzana", 132.79, 990
"Acelga", 23.01, 846
"Naranja", 17.25, 940
"Lima", 1331.50, 172
"Lima", 1035.23, 178
"Caqui", 816.65, 110
"Pomelo", 52.50, 927
"Naranja", 15.84, 850
"Repollo", 6.84, 819
"Batata", 22.85, 1180
"Higo", 2409.12, 103
"Tomate", 763.50, 1080
"Naranja", 14.34, 1190
"Durazno", 150.29, 928
"Alcachofa", 156.47, 270
"Repollo", 5.92, 560
"Rabanito", 221.45, 240
"Mandarina", 24.70, 820
"Limon", 289.83, 616
"Durazno", 140.73, 744
"Berenjena", 52.81, 624
"Pomelo", 36.40, 900
"Espárrago", 635.73, 204
"Calabaza", 15.59, 872
"Caqui", 822.10, 97
"Choclo", 52.96, 249
"Cereza", 981.04, 222
"Lima", 1375.29, 166
"Pera", 144.92, 1160
"Uva", 688.24, 357
"Palta", 1125.58, 440
"Zuccini", 83.30, 534
"Palta", 1117.28, 412
"Ajo", 945.84, 97
"Lima", 1290.97, 182
"Pepino", 33.93, 535
"Limon", 302.35, 749
"Lima", 1195.69, 170
"Pera", 146.50, 1010
"Mandarina", 20.86, 1060
"Durazno", 280.53, 872
"Espárrago", 624.69, 224
"Cebolla", 70.50, 800
"Manzana", 131.42, 1110
"Caqui", 795.03, 90
"Pera", 136.92, 880
"Pomelo", 43.11, 891
"Frutilla", 316.28, 303
"Brócoli", 349.13, 396
"Papa", 26.81, 910
"Mandarina", 22.84, 1110
"Sandía", 52.01, 855
"Naranja", 4.63, 860
"Lima", 1356.29, 236
"Durazno", 123.38, 720
"Zanahoria", 35.92, 498
"Espárrago", 593.74, 186
"Apio", 64.11, 324
"Naranja", 19.01, 1110
"Melón", 114.69, 396
"Frutilla", 287.81, 243
"Lechuga", 46.11, 729
"Alcachofa", 156.14, 243
"Pera", 142.93, 940
"Kiwi", 414.04, 424
"Durazno", 136.85, 752
"Pera", 139.58, 1080
"Durazno", 270.08, 944
"Coliflor", 28.86, 595
"Cereza", 1053.67, 166
"Ajo", 943.23, 99
"Palta", 494.79, 560
"Cereza", 1038.07, 230
"Lima", 1186.64, 176
"Limon", 337.72, 602
"Naranja", 13.46, 1040
"Cebolla", 68.95, 752
"Morrón", 2954.66, 564
"Champignon", 3604.29, 82
"Palta", 1158.44, 320
"Kinoto", 39.90, 210
"Naranja", 11.43, 840
"Caqui", 815.01, 88
"Palta", 1124.94, 460
"Ajo", 919.97, 115
"Choclo", 47.78, 291
"Lima", 998.22, 174
"Palta", 486.73, 535
"Kinoto", 32.48, 162
"Banana", 69.91, 1010
"Morrón", 2928.89, 534
"Kinoto", 34.85, 206
"Kiwi", 398.22, 464
"Ciruela", 957.74, 756
"Rabanito", 204.24, 339
"Uva", 725.48, 252
"Caqui", 875.71, 99
"Papa", 21.73, 1070
"Caqui", 724.84, 83
"Higo", 2470.06, 82
"Morrón", 2920.14, 684
"Choclo", 72.67, 351
"Ajo", 868.13, 101
"TomCherry", 485.39, 170
"Brócoli", 347.44, 344
"Kiwi", 460.78, 324
"Rabanito", 224.88, 264
"Rabanito", 233.19, 258
"Palta", 493.83, 545
"Acelga", 20.61, 1071
"Melón", 102.87, 356
"Cebolla", 72.02, 680
"Ciruela", 914.85, 981
"Naranja", 8.65, 1080
"Melón", 118.30, 352
"Kinoto", 27.96, 232
"Coliflor", 26.52, 535
"Alcachofa", 145.92, 300
"Frutilla", 307.89, 297
"Repollo", 4.73, 560
"Lima", 1051.89, 238
"Papa", 19.74, 850
"Choclo", 52.37, 294
"Melón", 109.46, 480
"Banana", 57.91, 1050
"Limon", 288.38, 742
"Mandarina", 13.47, 950
"Lima", 1388.88, 198
"Cereza", 983.44, 224
"Pera", 130.20, 1100
"Melón", 99.89, 372
"Espárrago", 592.65, 224
"Brócoli", 399.11, 396
"Palta", 488.63, 580
"Mandarina", 16.50, 910
"Ciruela", 971.54, 1008
"Naranja", 19.37, 1190
"Naranja", 16.44, 1130
"Lechuga", 40.29, 720
"Limon", 339.34, 581
"Batata", 20.62, 980
"Frambuesa", 2038.01, 107
"Zanahoria", 29.88, 510
"Melón", 112.16, 396
"Coliflor", 34.32, 540
"Caqui", 792.54, 114
"Cebolla", 51.26, 800
"Rabanito", 235.58, 303
"Higo", 2432.28, 107
"Berenjena", 55.35, 666
"Pera", 144.54, 1200
"Manzana", 150.98, 1130
"Limon", 341.62, 707
"Repollo", 7.81, 651
"Morrón", 2915.22, 690
"Berenjena", 65.32, 606
"Ajo", 902.43, 115
"TomCherry", 547.62, 206
"Caqui", 888.88, 95
"Morrón", 2900.74, 570
"Lima", 1429.28, 176
"Espárrago", 628.25, 202
"Coliflor", 35.36, 440
"Tomate", 751.61, 1080
"Lima", 1401.54, 168
"Repollo", 3.69, 812
"Zuccini", 81.78, 558
"Mandarina", 24.57, 880
"Kiwi", 458.27, 448
"Cereza", 1054.07, 194
"Mandarina", 18.75, 1020
"Rabanito", 226.62, 351
"Pera", 143.22, 820
"Palta", 500.15, 410
"Pera", 153.22, 1000
"Naranja", 18.21, 1120
"Acelga", 22.88, 738
"Cebolla", 77.48, 688
"Naranja", 15.99, 1030
"Frambuesa", 2039.71, 87
"Frambuesa", 2010.74, 86
"Durazno", 135.38, 952
"Ciruela", 950.21, 756
"Ajo", 927.33, 105
"Sandía", 60.77, 783
"Naranja", 13.89, 870
"Calabaza", 17.01, 856
"Cereza", 1050.51, 220
"Calabaza", 12.06, 872
"Tomate", 735.20, 720
"Banana", 64.19, 1160
"Pomelo", 36.96, 981
"Durazno", 288.21, 728
"Frutilla", 271.09, 255
"Durazno", 152.14, 696
"Melón", 99.12, 376
"Banana", 69.96, 1120
"Apio", 58.89, 300
"Banana", 78.60, 830
"Mandarina", 12.69, 810
"Rabanito", 218.74, 354
"Batata", 26.12, 910
"Apio", 61.25, 351
"Cereza", 1022.22, 198
"Higo", 2527.77, 100
"Frambuesa", 1943.75, 105
"Espárrago", 591.49, 190
"Choclo", 43.47, 312
"Repollo", 3.25, 819
"Caqui", 837.19, 82
"Zanahoria", 35.14, 720
"Rabanito", 242.08, 360
"Batata", 24.11, 930
"Lima", 1360.38, 172
"Naranja", 19.86, 1080
"Naranja", 21.52, 1030
"Melón", 122.16, 340
"Acelga", 15.20, 954
"Repollo", 6.24, 777
"Lima", 1013.95, 220
"Espárrago", 617.73, 182
"Kiwi", 438.53, 340
"Ajo", 905.90, 99
"Berenjena", 59.04, 654
"Durazno", 242.21, 776
"Uva", 705.80, 327
"Kiwi", 444.45, 384
"Higo", 2454.26, 98
"Berenjena", 50.63, 606
"Lechuga", 40.46, 1008
"Cereza", 1031.79, 230
"Brócoli", 358.55, 400
"TomCherry", 578.91, 230
"Choclo", 45.34, 258
"Uva", 692.22, 327
"Mandarina", 16.93, 1010
"Calabaza", 20.82, 728
"Kiwi", 421.81, 420
"Lima", 1174.10, 198
"Uva", 720.84, 357
"Repollo", 5.92, 595
"Kiwi", 465.19, 436
"Lechuga", 44.27, 810
"Cereza", 1010.82, 194
"Durazno", 189.09, 768
"Lima", 984.99, 168
"Lima", 1216.06, 184
"Banana", 61.93, 900
"Morrón", 3029.32, 486
"Lima", 1405.46, 240
"Kinoto", 33.85, 174
"Brócoli", 358.22, 412
"Papa", 15.28, 1010
"Banana", 75.60, 940
"Durazno", 171.44, 960
"Higo", 2436.64, 84
"Kinoto", 35.87, 186
"Ajo", 912.09, 101
"Papa", 17.25, 1140
"Zanahoria", 41.61, 540
"Palta", 1128.37, 416
"Manzana", 129.39, 1020
"Manzana", 142.49, 860
"Berenjena", 60.31, 606
"Coliflor", 36.31, 495
"Berenjena", 60.89, 648
"Mandarina", 14.72, 1190
"Apio", 49.53, 327
"Palta", 1128.14, 344
"Batata", 21.81, 1080
"Durazno", 138.83, 656
"Cereza", 1019.29, 208
"Higo", 2453.97, 113
"Cereza", 1072.87, 224
"Naranja", 17.95, 1180
"Brócoli", 369.28, 372
"Alcachofa", 165.72, 276
"Alcachofa", 155.81, 294
"Mandarina", 23.92, 930
"Caqui", 826.52, 104
"Repollo", 3.86, 833
"Kinoto", 28.37, 216
"Zanahoria", 34.21, 666
"Lechuga", 39.33, 945
"Pomelo", 50.58, 990
"Zanahoria", 40.27, 534
"Naranja", 12.00, 880
"TomCherry", 559.88, 180
"Rabanito", 224.32, 306
"Tomate", 715.25, 729
"Batata", 17.19, 970
"Palta", 1125.61, 352
"Palta", 1095.37, 404
"Tomate", 744.32, 1044
"Naranja", 14.64, 860
"Manzana", 136.44, 870
"Acelga", 18.18, 846
"Lechuga", 46.89, 891
"Pepino", 52.27, 555
"Apio", 64.69, 303
"Frambuesa", 2021.15, 109
"Coliflor", 30.50, 490
"Morrón", 2971.70, 702
"Kinoto", 35.06, 204
"Alcachofa", 153.05, 330
"Ciruela", 968.19, 963
"Mandarina", 30.90, 1070
"Higo", 2490.51, 92
"Naranja", 15.30, 830
"Alcachofa", 134.97, 255
"Pomelo", 46.06, 1053
"Melón", 113.39, 416
"Coliflor", 33.84, 450
"Palta", 449.61, 460
"Kinoto", 39.95, 184
"Pepino", 49.42, 455
"Uva", 715.28, 303
"Kinoto", 30.99, 190
"Frutilla", 285.31, 339
"Champignon", 3578.92, 93
"Naranja", 15.05, 1010
"Papa", 19.31, 990
"Durazno", 149.27, 936
"Espárrago", 606.28, 190
"Apio", 63.47, 279
"Caqui", 785.03, 119
"Cebolla", 61.65, 920
"Mandarina", 31.45, 860
"Morrón", 2964.66, 558
"Cereza", 1019.26, 194
"Pomelo", 40.55, 1071
"Pomelo", 36.01, 1062
"Melón", 115.54, 412
"Espárrago", 651.96, 204
"Kinoto", 28.44, 196
"Ciruela", 969.73, 999
"Ciruela", 980.02, 1080
"Cebolla", 59.85, 792
"Coliflor", 29.55, 510
"Durazno", 235.49, 936
"Sandía", 61.02, 792
"Frambuesa", 2107.11, 92
"Cebolla", 61.42, 640
"Pepino", 39.00, 520
"Kiwi", 459.32, 364
"Lima", 1041.28, 232
"Palta", 487.91, 500
"Lima", 1418.84, 206
"Durazno", 166.78, 904
"Limon", 336.96, 735
"Lima", 1431.81, 182
"Kiwi", 408.41, 424
"Durazno", 259.94, 848
"Uva", 682.30, 324
"Lechuga", 42.76, 846
"Papa", 8.11, 950
"Cebolla", 65.12, 792
"Pera", 149.20, 900
"Espárrago", 612.87, 212
"TomCherry", 570.65, 182
"Apio", 54.95, 348
"Calabaza", 19.97, 952
"Berenjena", 52.89, 636
"Naranja", 12.56, 1090
"Manzana", 149.89, 800
"Palta", 478.36, 505
"Zanahoria", 41.50, 564
"Papa", 22.39, 870
"Naranja", 7.36, 820
"Kinoto", 36.84, 174
"Alcachofa", 142.39, 252
"TomCherry", 553.16, 164
"Batata", 16.62, 1000
"Mandarina", 31.68, 870
"Berenjena", 46.58, 534
"Uva", 688.56, 312
"Brócoli", 362.73, 328
"Mandarina", 21.55, 820
"Champignon", 3593.96, 108
"Kinoto", 32.68, 190
"Palta", 481.13, 435
"Mandarina", 24.03, 960
"Naranja", 18.70, 860
"Naranja", 14.14, 990
"Zuccini", 97.52, 636
"Durazno", 271.27, 800
"Manzana", 152.54, 1190
"Pomelo", 49.92, 954
"Morrón", 2911.72, 558
"Palta", 1141.28, 420
"Choclo", 50.40, 264
"Mandarina", 19.48, 1030
"Durazno", 136.54, 944
"Zuccini", 97.24, 570
