,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 14:24:00,0.16,-2.88,-2.08,-1.2,-2.68,-2.48,3.48,0.56,0.16,0.36,0.44,-2.48
2020-09-23 14:25:00,0.23076923076923078,-2.9615384615384617,-2.1538461538461537,-1.3461538461538463,-2.6538461538461537,-2.5,3.4615384615384617,0.5384615384615384,0.11538461538461539,0.38461538461538464,0.5384615384615384,-2.5
2020-09-23 14:26:00,0.25925925925925924,-3.074074074074074,-2.185185185185185,-1.4814814814814814,-2.5925925925925926,-2.5185185185185186,3.4074074074074074,0.5555555555555556,0.1111111111111111,0.37037037037037035,0.5925925925925926,-2.5185185185185186
2020-09-23 14:27:00,0.32142857142857145,-3.142857142857143,-2.1785714285714284,-1.6428571428571428,-2.5357142857142856,-2.5714285714285716,3.392857142857143,0.5714285714285714,0.14285714285714285,0.39285714285714285,0.6785714285714286,-2.5357142857142856
2020-09-23 14:28:00,0.3448275862068966,-3.1724137931034484,-2.206896551724138,-1.8275862068965518,-2.5172413793103448,-2.586206896551724,3.413793103448276,0.5517241379310345,0.1724137931034483,0.4482758620689655,0.7586206896551724,-2.5517241379310347
2020-09-23 14:29:00,0.4,-3.2,-2.2,-2.0,-2.5,-2.6,3.466666666666667,0.5,0.16666666666666666,0.5,0.8333333333333334,-2.6
2020-09-23 14:30:00,0.45161290322580644,-3.2580645161290325,-2.161290322580645,-2.193548387096774,-2.5161290322580645,-2.6451612903225805,3.4838709677419355,0.4838709677419355,0.1935483870967742,0.5483870967741935,0.9354838709677419,-2.6129032258064515
2020-09-23 14:31:00,0.53125,-3.3125,-2.09375,-2.40625,-2.5,-2.71875,3.5,0.46875,0.25,0.625,1.0,-2.65625
2020-09-23 14:32:00,0.6363636363636364,-3.393939393939394,-2.0303030303030303,-2.5757575757575757,-2.4545454545454546,-2.757575757575758,3.515151515151515,0.48484848484848486,0.3333333333333333,0.7272727272727273,1.0909090909090908,-2.696969696969697
2020-09-23 14:33:00,0.7058823529411765,-3.4705882352941178,-2.0,-2.7058823529411766,-2.4411764705882355,-2.764705882352941,3.5588235294117645,0.5,0.4117647058823529,0.8529411764705882,1.1470588235294117,-2.764705882352941
2020-09-23 14:34:00,0.7428571428571429,-3.5714285714285716,-1.9428571428571428,-2.8,-2.4,-2.8,3.6,0.5428571428571428,0.5142857142857142,0.9714285714285714,1.1714285714285715,-2.8
2020-09-23 14:35:00,0.75,-3.6944444444444446,-1.9166666666666667,-2.888888888888889,-2.361111111111111,-2.8333333333333335,3.6666666666666665,0.5833333333333334,0.5833333333333334,1.0833333333333333,1.1666666666666667,-2.8333333333333335
2020-09-23 14:36:00,0.7567567567567568,-3.810810810810811,-1.864864864864865,-2.972972972972973,-2.3513513513513513,-2.864864864864865,3.7027027027027026,0.5945945945945946,0.6486486486486487,1.1891891891891893,1.1891891891891893,-2.8378378378378377
2020-09-23 14:37:00,0.7631578947368421,-3.8947368421052633,-1.8421052631578947,-3.0526315789473686,-2.3421052631578947,-2.9210526315789473,3.736842105263158,0.6052631578947368,0.7368421052631579,1.2894736842105263,1.236842105263158,-2.8684210526315788
2020-09-23 14:38:00,0.7948717948717948,-4.0,-1.8205128205128205,-3.128205128205128,-2.3333333333333335,-2.9743589743589745,3.7435897435897436,0.6410256410256411,0.7948717948717948,1.4102564102564104,1.2564102564102564,-2.8974358974358974
2020-09-23 14:39:00,0.85,-4.1,-1.825,-3.175,-2.325,-3.025,3.725,0.675,0.875,1.5,1.3,-2.925
2020-09-23 14:40:00,0.9024390243902439,-4.219512195121951,-1.829268292682927,-3.1951219512195124,-2.317073170731707,-3.048780487804878,3.682926829268293,0.7317073170731707,0.926829268292683,1.6097560975609757,1.3658536585365855,-2.951219512195122
2020-09-23 14:41:00,0.9761904761904762,-4.357142857142857,-1.8095238095238095,-3.238095238095238,-2.3095238095238093,-3.0476190476190474,3.642857142857143,0.8095238095238095,1.0,1.7380952380952381,1.4523809523809523,-3.0
2020-09-23 14:42:00,1.0465116279069768,-4.465116279069767,-1.7906976744186047,-3.2790697674418605,-2.302325581395349,-3.0697674418604652,3.604651162790698,0.8604651162790697,1.0930232558139534,1.8604651162790697,1.558139534883721,-3.0232558139534884
2020-09-23 14:43:00,1.0909090909090908,-4.590909090909091,-1.75,-3.3181818181818183,-2.272727272727273,-3.1136363636363638,3.590909090909091,0.9318181818181818,1.1818181818181819,2.0,1.6818181818181819,-3.022727272727273
2020-09-23 14:44:00,1.1333333333333333,-4.733333333333333,-1.7333333333333334,-3.3555555555555556,-2.2666666666666666,-3.1777777777777776,3.5555555555555554,1.0,1.288888888888889,2.111111111111111,1.8,-3.0
2020-09-23 14:45:00,1.2,-4.933333333333334,-1.7777777777777777,-3.4444444444444446,-2.311111111111111,-3.3333333333333335,3.577777777777778,1.0888888888888888,1.4222222222222223,2.2666666666666666,1.9777777777777779,-3.0
2020-09-23 14:46:00,1.2666666666666666,-5.111111111111111,-1.8222222222222222,-3.511111111111111,-2.311111111111111,-3.4444444444444446,3.6222222222222222,1.2,1.5777777777777777,2.4444444444444446,2.2,-3.0
2020-09-23 14:47:00,1.3333333333333333,-5.311111111111111,-1.8666666666666667,-3.6,-2.3333333333333335,-3.533333333333333,3.6444444444444444,1.3111111111111111,1.7333333333333334,2.6222222222222222,2.4,-2.977777777777778
2020-09-23 14:48:00,1.4444444444444444,-5.511111111111111,-1.9111111111111112,-3.6666666666666665,-2.3555555555555556,-3.6,3.6666666666666665,1.4222222222222223,1.9111111111111112,2.8,2.6,-2.911111111111111
2020-09-23 14:49:00,1.511111111111111,-5.733333333333333,-1.9333333333333333,-3.7333333333333334,-2.3555555555555556,-3.6666666666666665,3.7111111111111112,1.5333333333333334,2.088888888888889,3.0,2.8444444444444446,-2.8
2020-09-23 14:50:00,1.6,-5.977777777777778,-1.9111111111111112,-3.8,-2.3333333333333335,-3.7555555555555555,3.7333333333333334,1.6666666666666667,2.2666666666666666,3.2,3.1333333333333333,-2.6666666666666665
2020-09-23 14:51:00,1.6666666666666667,-6.177777777777778,-1.8888888888888888,-3.8666666666666667,-2.2888888888888888,-3.888888888888889,3.7555555555555555,1.8,2.422222222222222,3.4444444444444446,3.422222222222222,-2.533333333333333
2020-09-23 14:52:00,1.7333333333333334,-6.333333333333333,-1.8888888888888888,-3.933333333333333,-2.2888888888888888,-3.977777777777778,3.7777777777777777,1.9333333333333333,2.6222222222222222,3.6666666666666665,3.7111111111111112,-2.4444444444444446
2020-09-23 14:53:00,1.7555555555555555,-6.488888888888889,-1.8666666666666667,-4.022222222222222,-2.311111111111111,-4.111111111111111,3.7777777777777777,2.088888888888889,2.7777777777777777,3.8444444444444446,3.977777777777778,-2.3555555555555556
2020-09-23 14:54:00,1.7333333333333334,-6.644444444444445,-1.8222222222222222,-4.066666666666666,-2.3333333333333335,-4.266666666666667,3.7777777777777777,2.2444444444444445,2.933333333333333,4.022222222222222,4.222222222222222,-2.2666666666666666
2020-09-23 14:55:00,1.711111111111111,-6.822222222222222,-1.7333333333333334,-4.155555555555556,-2.3555555555555556,-4.4,3.7777777777777777,2.422222222222222,3.088888888888889,4.2,4.4222222222222225,-2.1555555555555554
2020-09-23 14:56:00,1.7333333333333334,-7.0,-1.6,-4.2444444444444445,-2.422222222222222,-4.533333333333333,3.8,2.6,3.2,4.333333333333333,4.5777777777777775,-2.066666666666667
2020-09-23 14:57:00,1.8,-7.177777777777778,-1.4666666666666666,-4.288888888888889,-2.466666666666667,-4.688888888888889,3.8444444444444446,2.7777777777777777,3.3333333333333335,4.466666666666667,4.733333333333333,-2.022222222222222
2020-09-23 14:58:00,1.8888888888888888,-7.311111111111111,-1.3777777777777778,-4.355555555555555,-2.488888888888889,-4.822222222222222,3.933333333333333,2.933333333333333,3.466666666666667,4.622222222222222,4.844444444444444,-1.9555555555555555
2020-09-23 14:59:00,2.0,-7.444444444444445,-1.288888888888889,-4.377777777777778,-2.488888888888889,-4.911111111111111,4.0,3.066666666666667,3.6,4.733333333333333,4.955555555555556,-1.8888888888888888
2020-09-23 15:00:00,2.088888888888889,-7.555555555555555,-1.2,-4.4,-2.4444444444444446,-4.977777777777778,4.044444444444444,3.1777777777777776,3.7111111111111112,4.866666666666666,5.044444444444444,-1.8
2020-09-23 15:01:00,2.2222222222222223,-7.666666666666667,-1.0888888888888888,-4.4222222222222225,-2.422222222222222,-5.044444444444444,4.044444444444444,3.311111111111111,3.7777777777777777,4.977777777777778,5.133333333333334,-1.6888888888888889
2020-09-23 15:02:00,2.3333333333333335,-7.733333333333333,-0.9777777777777777,-4.4,-2.3555555555555556,-5.133333333333334,4.088888888888889,3.466666666666667,3.8222222222222224,5.111111111111111,5.2444444444444445,-1.6222222222222222
2020-09-23 15:03:00,2.4,-7.777777777777778,-0.8444444444444444,-4.377777777777778,-2.2888888888888888,-5.2444444444444445,4.133333333333334,3.6444444444444444,3.911111111111111,5.2444444444444445,5.333333333333333,-1.5777777777777777
2020-09-23 15:04:00,2.4444444444444446,-7.844444444444444,-0.7111111111111111,-4.355555555555555,-2.2,-5.333333333333333,4.177777777777778,3.8,4.0,5.355555555555555,5.444444444444445,-1.5555555555555556
2020-09-23 15:05:00,2.488888888888889,-7.933333333333334,-0.5777777777777777,-4.355555555555555,-2.1333333333333333,-5.4,4.2,3.977777777777778,4.088888888888889,5.444444444444445,5.5777777777777775,-1.5333333333333334
2020-09-23 15:06:00,2.533333333333333,-7.977777777777778,-0.4222222222222222,-4.333333333333333,-2.111111111111111,-5.488888888888889,4.222222222222222,4.177777777777778,4.2,5.488888888888889,5.733333333333333,-1.5333333333333334
2020-09-23 15:07:00,2.6,-8.044444444444444,-0.24444444444444444,-4.333333333333333,-2.088888888888889,-5.5777777777777775,4.222222222222222,4.355555555555555,4.333333333333333,5.511111111111111,5.911111111111111,-1.5555555555555556
2020-09-23 15:08:00,2.6222222222222222,-8.11111111111111,-0.08888888888888889,-4.311111111111111,-2.066666666666667,-5.666666666666667,4.2444444444444445,4.555555555555555,4.466666666666667,5.533333333333333,6.133333333333334,-1.6
2020-09-23 15:09:00,2.6444444444444444,-8.177777777777777,0.044444444444444446,-4.288888888888889,-2.0,-5.7555555555555555,4.2444444444444445,4.711111111111111,4.6,5.533333333333333,6.355555555555555,-1.6444444444444444
2020-09-23 15:10:00,2.6444444444444444,-8.2,0.2,-4.222222222222222,-1.9555555555555555,-5.844444444444444,4.288888888888889,4.844444444444444,4.7555555555555555,5.533333333333333,6.533333333333333,-1.6666666666666667
2020-09-23 15:11:00,2.6666666666666665,-8.177777777777777,0.3111111111111111,-4.177777777777778,-1.9333333333333333,-5.933333333333334,4.377777777777778,4.933333333333334,4.911111111111111,5.555555555555555,6.711111111111111,-1.6888888888888889
2020-09-23 15:12:00,2.6444444444444444,-8.177777777777777,0.4,-4.088888888888889,-1.9111111111111112,-5.977777777777778,4.444444444444445,5.044444444444444,5.066666666666666,5.555555555555555,6.866666666666666,-1.7333333333333334
2020-09-23 15:13:00,2.6222222222222222,-8.2,0.5333333333333333,-3.9555555555555557,-1.8888888888888888,-6.022222222222222,4.511111111111111,5.177777777777778,5.222222222222222,5.533333333333333,7.022222222222222,-1.7777777777777777
2020-09-23 15:14:00,2.577777777777778,-8.222222222222221,0.6444444444444445,-3.8444444444444446,-1.8666666666666667,-6.066666666666666,4.5777777777777775,5.355555555555555,5.377777777777778,5.533333333333333,7.155555555555556,-1.8222222222222222
2020-09-23 15:15:00,2.533333333333333,-8.2,0.7555555555555555,-3.7111111111111112,-1.8222222222222222,-6.111111111111111,4.666666666666667,5.533333333333333,5.488888888888889,5.533333333333333,7.2444444444444445,-1.8666666666666667
2020-09-23 15:16:00,2.466666666666667,-8.177777777777777,0.8444444444444444,-3.533333333333333,-1.7777777777777777,-6.155555555555556,4.7555555555555555,5.733333333333333,5.6,5.511111111111111,7.355555555555555,-1.9111111111111112
2020-09-23 15:17:00,2.3777777777777778,-8.11111111111111,0.9333333333333333,-3.3555555555555556,-1.7555555555555555,-6.2444444444444445,4.844444444444444,5.933333333333334,5.666666666666667,5.488888888888889,7.4222222222222225,-1.9333333333333333
2020-09-23 15:18:00,2.311111111111111,-8.022222222222222,1.0444444444444445,-3.2,-1.711111111111111,-6.355555555555555,4.911111111111111,6.155555555555556,5.711111111111111,5.466666666666667,7.488888888888889,-1.9333333333333333
2020-09-23 15:19:00,2.2444444444444445,-7.888888888888889,1.1555555555555554,-3.088888888888889,-1.6888888888888889,-6.466666666666667,5.0,6.333333333333333,5.733333333333333,5.444444444444445,7.555555555555555,-1.9555555555555555
2020-09-23 15:20:00,2.2,-7.711111111111111,1.3111111111111111,-2.9555555555555557,-1.6666666666666667,-6.555555555555555,5.088888888888889,6.488888888888889,5.777777777777778,5.444444444444445,7.622222222222222,-2.0
2020-09-23 15:21:00,2.1333333333333333,-7.555555555555555,1.4222222222222223,-2.8222222222222224,-1.6,-6.622222222222222,5.177777777777778,6.688888888888889,5.822222222222222,5.466666666666667,7.688888888888889,-2.066666666666667
2020-09-23 15:22:00,2.0444444444444443,-7.444444444444445,1.5777777777777777,-2.6666666666666665,-1.5333333333333334,-6.666666666666667,5.2444444444444445,6.911111111111111,5.822222222222222,5.488888888888889,7.733333333333333,-2.088888888888889
2020-09-23 15:23:00,1.9111111111111112,-7.311111111111111,1.7555555555555555,-2.511111111111111,-1.488888888888889,-6.733333333333333,5.333333333333333,7.133333333333334,5.866666666666666,5.488888888888889,7.822222222222222,-2.088888888888889
2020-09-23 15:24:00,1.7333333333333334,-7.155555555555556,1.9777777777777779,-2.3555555555555556,-1.4666666666666666,-6.8,5.466666666666667,7.355555555555555,5.866666666666666,5.533333333333333,7.888888888888889,-2.088888888888889
2020-09-23 15:25:00,1.5777777777777777,-7.0,2.1777777777777776,-2.2444444444444445,-1.4444444444444444,-6.888888888888889,5.644444444444445,7.555555555555555,5.911111111111111,5.5777777777777775,7.933333333333334,-2.111111111111111
2020-09-23 15:26:00,1.3777777777777778,-6.8,2.3555555555555556,-2.088888888888889,-1.4444444444444444,-7.0,5.822222222222222,7.7555555555555555,5.933333333333334,5.5777777777777775,7.977777777777778,-2.1333333333333333
2020-09-23 15:27:00,1.1777777777777778,-6.644444444444445,2.5555555555555554,-1.9333333333333333,-1.4666666666666666,-7.066666666666666,5.977777777777778,7.977777777777778,5.911111111111111,5.555555555555555,8.022222222222222,-2.1777777777777776
2020-09-23 15:28:00,1.0222222222222221,-6.444444444444445,2.7111111111111112,-1.8,-1.488888888888889,-7.088888888888889,6.133333333333334,8.177777777777777,5.866666666666666,5.511111111111111,8.066666666666666,-2.2222222222222223
2020-09-23 15:29:00,0.8444444444444444,-6.2,2.911111111111111,-1.6888888888888889,-1.511111111111111,-7.066666666666666,6.311111111111111,8.4,5.822222222222222,5.466666666666667,8.088888888888889,-2.2666666666666666
2020-09-23 15:30:00,0.6888888888888889,-5.955555555555556,3.1333333333333333,-1.6,-1.488888888888889,-7.044444444444444,6.488888888888889,8.622222222222222,5.822222222222222,5.4,8.066666666666666,-2.3555555555555556
2020-09-23 15:31:00,0.5333333333333333,-5.711111111111111,3.3333333333333335,-1.5555555555555556,-1.511111111111111,-7.044444444444444,6.666666666666667,8.866666666666667,5.8,5.288888888888889,8.0,-2.4444444444444446
2020-09-23 15:32:00,0.35555555555555557,-5.466666666666667,3.5555555555555554,-1.488888888888889,-1.5333333333333334,-7.066666666666666,6.866666666666666,9.133333333333333,5.7555555555555555,5.133333333333334,7.933333333333334,-2.577777777777778
2020-09-23 15:33:00,0.17777777777777778,-5.2,3.7777777777777777,-1.4666666666666666,-1.5333333333333334,-7.111111111111111,7.022222222222222,9.4,5.688888888888889,5.0,7.844444444444444,-2.7555555555555555
2020-09-23 15:34:00,0.022222222222222223,-4.933333333333334,3.977777777777778,-1.488888888888889,-1.5333333333333334,-7.177777777777778,7.177777777777778,9.666666666666666,5.622222222222222,4.888888888888889,7.733333333333333,-2.933333333333333
2020-09-23 15:35:00,-0.17777777777777778,-4.622222222222222,4.133333333333334,-1.488888888888889,-1.5555555555555556,-7.2444444444444445,7.355555555555555,9.88888888888889,5.511111111111111,4.777777777777778,7.6,-3.1555555555555554
2020-09-23 15:36:00,-0.3333333333333333,-4.311111111111111,4.288888888888889,-1.4444444444444444,-1.6,-7.288888888888889,7.5777777777777775,10.11111111111111,5.377777777777778,4.622222222222222,7.488888888888889,-3.3555555555555556
2020-09-23 15:37:00,-0.4666666666666667,-4.0,4.466666666666667,-1.3555555555555556,-1.6222222222222222,-7.355555555555555,7.777777777777778,10.333333333333334,5.2444444444444445,4.511111111111111,7.377777777777778,-3.533333333333333
2020-09-23 15:38:00,-0.5777777777777777,-3.7111111111111112,4.644444444444445,-1.2444444444444445,-1.6222222222222222,-7.4222222222222225,7.977777777777778,10.555555555555555,5.155555555555556,4.4222222222222225,7.311111111111111,-3.7333333333333334
2020-09-23 15:39:00,-0.6444444444444445,-3.3777777777777778,4.822222222222222,-1.1333333333333333,-1.6222222222222222,-7.466666666666667,8.177777777777777,10.755555555555556,5.022222222222222,4.333333333333333,7.222222222222222,-3.9555555555555557
2020-09-23 15:40:00,-0.7333333333333333,-3.022222222222222,4.977777777777778,-1.0,-1.6444444444444444,-7.488888888888889,8.377777777777778,10.933333333333334,4.911111111111111,4.266666666666667,7.155555555555556,-4.222222222222222
2020-09-23 15:41:00,-0.8666666666666667,-2.688888888888889,5.088888888888889,-0.8666666666666667,-1.6222222222222222,-7.555555555555555,8.555555555555555,11.066666666666666,4.8,4.222222222222222,7.111111111111111,-4.444444444444445
2020-09-23 15:42:00,-1.0,-2.311111111111111,5.177777777777778,-0.7555555555555555,-1.6222222222222222,-7.622222222222222,8.755555555555556,11.2,4.666666666666667,4.177777777777778,7.044444444444444,-4.644444444444445
2020-09-23 15:43:00,-1.1777777777777778,-1.9333333333333333,5.311111111111111,-0.6444444444444445,-1.6,-7.711111111111111,8.933333333333334,11.333333333333334,4.555555555555555,4.111111111111111,7.0,-4.844444444444444
2020-09-23 15:44:00,-1.4,-1.5555555555555556,5.444444444444445,-0.5333333333333333,-1.6,-7.844444444444444,9.133333333333333,11.466666666666667,4.444444444444445,4.088888888888889,6.955555555555556,-5.066666666666666
2020-09-23 15:45:00,-1.6222222222222222,-1.1555555555555554,5.555555555555555,-0.4,-1.6444444444444444,-8.0,9.355555555555556,11.622222222222222,4.333333333333333,4.066666666666666,6.933333333333334,-5.288888888888889
2020-09-23 15:46:00,-1.8444444444444446,-0.8,5.622222222222222,-0.3111111111111111,-1.6666666666666667,-8.155555555555555,9.577777777777778,11.755555555555556,4.222222222222222,4.044444444444444,6.866666666666666,-5.511111111111111
2020-09-23 15:47:00,-2.066666666666667,-0.4444444444444444,5.666666666666667,-0.24444444444444444,-1.711111111111111,-8.311111111111112,9.8,11.911111111111111,4.133333333333334,4.0,6.7555555555555555,-5.711111111111111
2020-09-23 15:48:00,-2.2444444444444445,-0.08888888888888889,5.688888888888889,-0.15555555555555556,-1.7777777777777777,-8.422222222222222,10.022222222222222,12.088888888888889,4.022222222222222,3.9555555555555557,6.644444444444445,-5.888888888888889
2020-09-23 15:49:00,-2.4,0.28888888888888886,5.688888888888889,-0.06666666666666667,-1.8444444444444446,-8.555555555555555,10.266666666666667,12.266666666666667,3.933333333333333,3.933333333333333,6.488888888888889,-6.044444444444444
2020-09-23 15:50:00,-2.533333333333333,0.7111111111111111,5.711111111111111,0.044444444444444446,-1.9333333333333333,-8.666666666666666,10.511111111111111,12.4,3.8222222222222224,3.888888888888889,6.311111111111111,-6.222222222222222
2020-09-23 15:51:00,-2.6444444444444444,1.1333333333333333,5.733333333333333,0.1111111111111111,-2.022222222222222,-8.777777777777779,10.777777777777779,12.533333333333333,3.7111111111111112,3.8666666666666667,6.133333333333334,-6.377777777777778
2020-09-23 15:52:00,-2.7555555555555555,1.5555555555555556,5.7555555555555555,0.2,-2.111111111111111,-8.866666666666667,11.066666666666666,12.666666666666666,3.5555555555555554,3.8666666666666667,5.933333333333334,-6.488888888888889
2020-09-23 15:53:00,-2.8666666666666667,1.9555555555555555,5.822222222222222,0.28888888888888886,-2.1777777777777776,-8.955555555555556,11.355555555555556,12.822222222222223,3.4444444444444446,3.888888888888889,5.733333333333333,-6.5777777777777775
2020-09-23 15:54:00,-2.9555555555555557,2.311111111111111,5.911111111111111,0.4222222222222222,-2.2444444444444445,-9.044444444444444,11.644444444444444,12.977777777777778,3.3777777777777778,3.911111111111111,5.511111111111111,-6.666666666666667
2020-09-23 15:55:00,-3.022222222222222,2.6222222222222222,5.977777777777778,0.5555555555555556,-2.3333333333333335,-9.177777777777777,11.88888888888889,13.155555555555555,3.2888888888888888,3.9555555555555557,5.311111111111111,-6.777777777777778
2020-09-23 15:56:00,-3.066666666666667,2.888888888888889,6.088888888888889,0.7111111111111111,-2.4444444444444446,-9.311111111111112,12.088888888888889,13.333333333333334,3.1777777777777776,4.0,5.155555555555556,-6.888888888888889
2020-09-23 15:57:00,-3.088888888888889,3.1333333333333333,6.222222222222222,0.8666666666666667,-2.5555555555555554,-9.466666666666667,12.28888888888889,13.511111111111111,3.0444444444444443,4.022222222222222,4.977777777777778,-6.955555555555556
2020-09-23 15:58:00,-3.066666666666667,3.3555555555555556,6.311111111111111,1.0,-2.6666666666666665,-9.622222222222222,12.444444444444445,13.666666666666666,2.911111111111111,4.066666666666666,4.777777777777778,-7.022222222222222
2020-09-23 15:59:00,-3.022222222222222,3.577777777777778,6.377777777777778,1.1333333333333333,-2.7555555555555555,-9.8,12.6,13.777777777777779,2.7777777777777777,4.066666666666666,4.5777777777777775,-7.044444444444444
2020-09-23 16:00:00,-3.0,3.7555555555555555,6.444444444444445,1.2666666666666666,-2.8222222222222224,-9.977777777777778,12.777777777777779,13.88888888888889,2.688888888888889,4.088888888888889,4.4,-7.066666666666666
2020-09-23 16:01:00,-3.0,3.9555555555555557,6.511111111111111,1.3777777777777778,-2.911111111111111,-10.133333333333333,12.977777777777778,13.977777777777778,2.577777777777778,4.111111111111111,4.222222222222222,-7.066666666666666
2020-09-23 16:02:00,-2.977777777777778,4.133333333333334,6.6,1.488888888888889,-3.022222222222222,-10.266666666666667,13.2,14.044444444444444,2.511111111111111,4.133333333333334,4.088888888888889,-7.088888888888889
2020-09-23 16:03:00,-2.933333333333333,4.266666666666667,6.666666666666667,1.5777777777777777,-3.1555555555555554,-10.377777777777778,13.4,14.11111111111111,2.4444444444444446,4.133333333333334,4.0,-7.111111111111111
